,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
0,63,57,35,33,49,49,51,97,107,117,91,89,89,81,85,87,121,91,89,129,147,147,157,191,181,183,181,181,211,189,189,189,205,201,225,177,205,223,181,237,247,247,249,249,251,251,253,261,265,269,285
