,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
0,18.304,22.588,33.392,39.652,44.108,51.616,51.808,55.54,57.904,63.12,64.892,72.6,90.288,91.444,93.476,96.02,96.548,109.784,111.608,123.892,153.688,168.124,175.268,178.452,184.78,190.224,201.152,218.756,235.76,251.28,257.2,248.656,259.784,252.108,250.544,252.668,256.86,256.524,260.332,259.42,268.34,280.876,292.344,297.672,306.224,292.64,293.896,295.104,298.068,298.392,300.408
