,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
0,47.10915913103372,44.383987999258096,42.43499990345941,42.02087554194267,41.5819546425572,40.78037943129893,39.55722387144435,37.529978673657396,36.71024085341796,36.68631306419056,35.643775037782504,34.800763191109745,34.215120083797515,33.32054810587939,32.322558358244976,32.27388144799154,31.914342709473107,31.499339891906928,30.931291544387495,30.76469536886929,30.43586644885256,30.323651769924762,30.13457405797723,29.94712370831281,29.764865101017282,29.70455725274622,29.621733111257697,29.330119063358914,29.30357193528271,29.215699357072257,29.012634015295287,28.714245873895603,28.63897304132857,28.472877151013705,28.42482294843452,28.340718565411496,28.18311741595002,28.02636315608176,28.0063521792786,27.946672260491464,27.830838854066982,27.77645943783951,27.674108557318608,27.645728091347742,27.50824860691233,27.45680858859055,27.395817874026076,27.34636670898286,27.313830600063312,27.2556739465712,27.03040199178581
