,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
0,29.172345144340508,28.51456200714781,24.594715043499566,20.203755642072025,20.055071685771587,14.991951918303423,14.991951918303423,14.991951918303423,14.991951918303423,14.991951918303423,14.991951918303423,14.991951918303423,14.991951918303423,14.991951918303423,14.991951918303423,14.991951918303423,14.991951918303423,14.991951918303423,14.991951918303423,14.991951918303423,14.991951918303423,14.991951918303423,14.991951918303423,14.991951918303423,14.991951918303423,14.991951918303423,14.991951918303423,14.991951918303423,14.991951918303423,14.991951918303423,14.991951918303423,14.991951918303423,14.991951918303423,14.991951918303423,14.991951918303423,14.991951918303423,14.991951918303423,14.991951918303423,14.991951918303423,14.991951918303423,14.991951918303423,14.991951918303423,14.991951918303423,14.991951918303423,14.991951918303423,14.991951918303423,14.991951918303423,14.991951918303423,14.991951918303423,14.991951918303423,14.991951918303423
1,29.512636091217548,27.562272721531862,27.562272721531862,27.562272721531862,27.562272721531862,27.562272721531862,27.562272721531862,27.562272721531862,27.562272721531862,27.562272721531862,27.562272721531862,27.562272721531862,27.562272721531862,27.562272721531862,27.562272721531862,27.562272721531862,24.659900197205964,24.54044251332991,24.53979594150393,24.53979594150393,21.333186140377265,19.99721520755338,19.89139658909623,19.89139658909623,19.345126261514153,19.343191877429298,17.54975931710736,17.164741268345985,17.160995015104746,16.692804134882852,16.078279253072406,16.023564775513734,14.406404737979232,14.382801038975353,13.714666534805735,13.474383423395343,13.474383423395343,13.474383423395343,13.420593526654136,13.18756406267752,12.705080341416005,12.705080341416005,12.705080341416005,12.705080341416005,12.705080341416005,12.705080341416005,12.705080341416005,12.705080341416005,12.705080341416005,12.705080341416005,12.705080341416005
2,33.70351618025368,30.225880248673413,30.225880248673413,30.225880248673413,26.896183008327725,24.594416431096423,24.594416431096423,24.594416431096423,24.594416431096423,24.594416431096423,24.594416431096423,24.594416431096423,18.831946819598116,17.379603199196655,17.379603199196655,17.379603199196655,15.423915435380943,14.996098064831365,14.971078738058443,14.971078738058443,14.97092305721027,14.97092305721027,14.97092305721027,14.97092305721027,14.97092305721027,14.332141860114879,14.121313051741845,13.486167122060264,13.486167122060264,13.486167122060264,13.486167122060264,13.486167122060264,13.486167122060264,13.486167122060264,13.486167122060264,13.486167122060264,13.486167122060264,13.486167122060264,13.486167122060264,13.486167122060264,13.486167122060264,13.486167122060264,13.486167122060264,13.486167122060264,13.486167122060264,13.486167122060264,13.486167122060264,13.486167122060264,13.486167122060264,13.486167122060264,13.486167122060264
3,33.30506762971207,20.568911633483037,20.568911633483037,20.568911633483037,20.568911633483037,20.568911633483037,20.568911633483037,19.49502419680214,16.926769828730336,16.926769828730336,16.926769828730336,16.926769828730336,16.926769828730336,16.926769828730336,16.926769828730336,16.926769828730336,16.926769828730336,16.926769828730336,16.926769828730336,16.926769828730336,16.926769828730336,16.926769828730336,16.926769828730336,16.926769828730336,16.926769828730336,16.926769828730336,16.926769828730336,16.926769828730336,16.926769828730336,16.926769828730336,16.926769828730336,16.926769828730336,16.926769828730336,16.926769828730336,16.926769828730336,16.926769828730336,16.926769828730336,16.926769828730336,16.926769828730336,16.926769828730336,16.926769828730336,16.926769828730336,16.926769828730336,16.926769828730336,16.926769828730336,16.926769828730336,16.926769828730336,16.926769828730336,16.926769828730336,16.926769828730336,16.926769828730336
4,28.559463986877503,24.744421328256273,19.782845274516372,18.55179290046397,17.022657218524003,17.008903405226285,17.008903405226285,16.134676769472723,16.134676769472723,15.797694993793801,15.797694993793801,14.475506698409792,14.473765036887185,14.473765036887185,14.473765036887185,14.156647079714965,14.156647079714965,13.918911447562003,13.54178969383691,13.408536524012463,13.36139534160317,13.358830577716699,13.358830577716699,13.358830577716699,13.358830577716699,13.358830577716699,13.358830577716699,13.358830577716699,13.358830577716699,13.358830577716699,13.358830577716699,13.358830577716699,13.358830577716699,13.358830577716699,13.358830577716699,13.358830577716699,13.358830577716699,13.358830577716699,13.358830577716699,13.358830577716699,13.358830577716699,13.358830577716699,13.358830577716699,13.358830577716699,13.358830577716699,13.358830577716699,13.358830577716699,13.358830577716699,13.358830577716699,13.358830577716699,13.358830577716699
5,33.70428698496748,30.250873179699788,30.250873179699788,28.015623464662195,28.015623464662195,28.015623464662195,28.015623464662195,28.015623464662195,28.015623464662195,27.539944284741342,27.539944284741342,27.098484127068964,26.84197745111693,26.84197745111693,26.620863755587656,26.052919029328258,26.050057170884365,25.6171267772933,25.6171267772933,25.6171267772933,25.6171267772933,25.6171267772933,24.583182245938673,24.576660762908098,24.57247995110405,23.626026243063365,23.626026243063365,23.626026243063365,23.59958346771414,23.425947952991386,23.425947952991386,23.425947952991386,23.425947952991386,23.425947952991386,23.425947952991386,23.425947952991386,23.323834719998388,23.18410382188873,23.18410382188873,23.18410382188873,23.18410382188873,23.13743937762186,23.13743937762186,23.13743937762186,23.13743937762186,23.096030302134725,23.096030302134725,23.087921937182333,22.851222044778947,22.809270739559288,22.802926758270214
6,33.188609976579784,30.21522614532579,27.525742950891257,24.232234016819362,24.232234016819362,24.232234016819362,24.232234016819362,24.232234016819362,20.48943976849746,20.290515904046202,20.290515904046202,20.290515904046202,20.290515904046202,20.290515904046202,20.290515904046202,17.49781342319853,17.49781342319853,17.49781342319853,17.49781342319853,17.416129872566728,16.544404111055893,16.179599533957138,16.117728109061066,16.116244482557946,16.08453973462234,16.08427015851009,15.805055800003213,15.472049952820004,14.994665384588696,14.994665384588696,14.359067539132383,13.531088964413343,13.453284283308525,13.089559167058844,12.993668453172496,12.788578190730583,12.349207801263914,12.321260181684366,12.320050470025071,12.135870985318268,12.001727934759773,11.837217482232873,11.804927359273568,11.799742817830653,11.76219378489492,11.751890647867295,11.745113693327442,11.738839020231456,11.713616909733396,11.673664731477013,11.673664731477013
7,30.87887651331492,24.79312109355678,24.79312109355678,24.79312109355678,24.79312109355678,24.79312109355678,24.79312109355678,24.79312109355678,24.79312109355678,17.65745431977833,16.466177987739165,16.466051433723646,16.077789803942736,16.077789803942736,16.077789803942736,16.077789803942736,16.077789803942736,15.92183308879253,15.92183308879253,15.919557734854054,15.348238067269966,15.348234762485538,15.152821805517856,14.96577350453653,13.72028894875837,13.717651558134168,13.708079760611012,13.002867802032917,11.596283401742545,11.565904806056972,11.526906388114956,11.526906387645498,11.50392434172365,11.466906277619874,11.466812488207513,11.451606131396023,11.450987452686698,11.432112379249068,11.432112375020171,11.378485049181815,11.252152829415044,11.238008412157981,11.219028508664712,11.218934326091501,11.217160334982191,11.171442621208842,11.16104409898708,11.155166930136009,11.115193426018154,11.109969587242922,10.945475473840911
8,30.428499442323794,29.117188854442883,28.640782937213586,24.950522093372136,24.700056519835478,20.814904800465357,20.714442440668755,20.698201416854314,18.68949698461195,18.609771837859444,18.585593798284556,18.554681554330436,18.545121490134072,18.41548337520009,17.967464238742842,17.31474539138998,17.31474539138998,17.31474539138998,17.31474539138998,17.31474539138998,17.31474539138998,17.31474539138998,17.31474539138998,17.31474539138998,17.31474539138998,16.72650722770027,16.266881918301035,16.26275072312338,16.260052122902845,16.226501053140527,16.21329787752725,15.284880060667316,15.280703237917061,15.203013404071811,15.198048917239872,15.198030611604759,15.196675491688493,15.196356810299099,15.045982990830362,15.045982990830362,14.921528465532552,14.726117126726955,14.628916299818963,14.40399947473586,14.03451302505378,13.974816400699261,13.910327751443976,13.823087683540429,13.78466545868812,12.989982994257955,12.926475531998538
9,28.42524043693148,17.6857971485743,17.54560086913452,16.60216793436582,16.60216793436582,16.60216793436582,16.60216793436582,16.60216793436582,16.60216793436582,16.60216793436582,16.60216793436582,16.60216793436582,16.60216793436582,16.60216793436582,16.60216793436582,16.12498573923916,15.250883178483315,14.78943991068685,14.789439774351543,14.452918142426013,14.011547696123822,13.603318334691206,13.383751050350817,12.944177509231123,12.926549549112426,12.002483469895514,11.969293111575936,11.880337440146818,11.51470306376414,11.51470306376414,11.462316645804389,11.439076691377023,11.333100046336419,11.106221219134314,11.05375756904948,10.963158043965592,10.929688966950863,10.873082496103002,10.7598054135019,10.682604516198555,10.638546565480631,10.616553584163803,10.607087852452699,10.589639175690374,10.507545281218858,10.491719411203706,10.48720583110153,10.474705656269405,10.363768589737937,10.363749723133813,10.341592705307729
