,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
0,2442.9197924861455,2128.00921904787,2124.166395643193,2113.7931737055364,2109.5566230414543,2108.231024709884,2108.231024709884,2105.5401191778833,2105.5401191778833,2090.1707108944483,2085.4281877276785,2082.7903517801487,2082.7903517801487,2082.7903517801487,2076.1802580416643,2066.268991276681,2066.0151678628604,2066.0151678628604,2066.0151678628604,2066.0151678628604,2066.0151678628604,2066.0151678628604,2028.8251113038227,2022.4047366421237,2022.186741904507,2022.1856526263184,2021.7640471626573,2021.7640471626573,2021.7640471626573,2021.7640471626573,2021.7640471626573,2021.7640471626573,2021.7640471626573,2021.7640471626573,2021.7640471626573,2021.7640471626573,2014.984580289039,2014.6003074067519,2014.6003074067519,2002.9907772712238,2002.7447928008298,2001.8369470823084,1998.5509478354068,1998.5509478354068,1993.494745776042,1993.0837403329303,1987.0082492266429,1978.1111139338113,1978.1111139338113,1978.1111139338113,1953.3632930539586
1,2346.824460235881,2196.1012940652195,2137.8653637716857,2137.8653637716857,2137.8653637716857,2137.8653637716857,2054.541298777757,2046.0513199376148,2046.0513199376148,2046.0513199376148,2046.0513199376148,2046.0513199376148,2046.0513199376148,2046.0513199376148,2046.0513199376148,2046.0513199376148,2046.0513199376148,2046.0513199376148,2046.0513199376148,2046.0513199376148,2046.0513199376148,2032.0122976937917,2015.9996435942433,2015.9996435942433,2015.9996435942433,2015.9996435942433,2015.9996435942433,2015.9996435942433,2015.9996435942433,2015.9996435942433,2015.9996435942433,2015.9996435942433,2001.9207214578296,1990.0059041157895,1981.608266119774,1981.6074810796329,1981.3601668284805,1981.0310594619182,1979.5650951513605,1975.4424132011982,1975.3351581721574,1975.3351581721574,1975.2624390531787,1975.2624390531787,1975.2624390531787,1975.2624390531787,1975.2624390531787,1975.2624390531787,1975.2624390531787,1975.2624390531787,1975.2624390531787
2,2211.846533771513,2173.1421684643897,2149.68094547129,2047.4559809040884,2047.4559809040884,2047.4559809040884,2047.4559809040884,2047.4559809040884,2047.4559809040884,2045.1794452387994,2044.852746865923,2026.8268781000809,2026.8268781000809,2026.8268781000809,2007.0562952667988,2007.0562952667988,2007.0562952667988,2007.0562952667988,2007.0562952667988,2007.0562952667988,2007.0562952667988,2007.0562952667988,2007.0562952667988,2007.0562952667988,2007.0562952667988,2007.0562952667988,2007.0562952667988,2007.0562952667988,2007.0562952667988,1999.080188104978,1999.080188104978,1999.080188104978,1999.080188104978,1999.080188104978,1999.080188104978,1999.080188104978,1999.080188104978,1999.080188104978,1999.080188104978,1999.080188104978,1999.080188104978,1999.080188104978,1999.080188104978,1999.080188104978,1999.080188104978,1999.080188104978,1999.080188104978,1999.080188104978,1999.080188104978,1999.080188104978,1999.080188104978
3,2616.1858711017308,2241.5151469094126,2191.1103164578676,2186.625650023112,2185.751545659853,2151.1275865833145,2100.862744137133,2100.862744137133,2100.862744137133,2100.862744137133,2100.862744137133,2100.862744137133,2100.862744137133,2100.862744137133,2100.862744137133,2100.862744137133,2100.862744137133,2100.862744137133,2100.862744137133,2100.862744137133,2100.862744137133,2100.862744137133,2100.862744137133,2100.862744137133,2100.862744137133,2100.862744137133,2100.862744137133,2100.862744137133,2100.862744137133,2100.862744137133,2100.862744137133,2100.862744137133,2100.862744137133,2078.525090843711,2077.8434743428224,2077.8434743428224,2077.8434743428224,2077.8434743428224,2077.8434743428224,2077.8434743428224,2077.8434743428224,2077.8434743428224,2077.8434743428224,2077.8434743428224,2069.712162992457,2069.712162992457,2069.712162992457,2069.712162992457,2069.712162992457,2069.712162992457,2063.5806137046993
4,2111.671681235346,1994.7722023615177,1994.7722023615177,1994.7722023615177,1994.7722023615177,1994.7722023615177,1994.7722023615177,1994.7722023615177,1994.7722023615177,1994.7722023615177,1994.7722023615177,1994.7722023615177,1994.7722023615177,1994.7722023615177,1994.7722023615177,1994.7722023615177,1994.7722023615177,1994.7722023615177,1994.7722023615177,1994.7722023615177,1994.7722023615177,1994.7722023615177,1994.7722023615177,1994.7722023615177,1994.7722023615177,1994.7722023615177,1994.7722023615177,1994.7722023615177,1994.7722023615177,1988.0500844086446,1988.0500844086446,1988.0500844086446,1988.0500844086446,1988.0500844086446,1988.0500844086446,1988.0500844086446,1988.0500844086446,1988.0500844086446,1988.0500844086446,1988.0500844086446,1988.0500844086446,1988.0500844086446,1988.0500844086446,1988.0500844086446,1988.0500844086446,1988.0500844086446,1988.0500844086446,1988.0500844086446,1988.0500844086446,1988.0500844086446,1988.0500844086446
5,2189.0787279318506,2081.85680272199,2025.8611816179537,2025.1638466636732,1980.4203455375446,1980.4203455375446,1980.4203455375446,1951.0704203261014,1950.4631967108933,1930.9424202355042,1930.9424202355042,1930.9424202355042,1926.6211852579818,1923.5116092952014,1916.1303896444053,1916.1303896444053,1901.1502444603104,1901.1502444603104,1901.1502444603104,1901.1502444603104,1901.1502444603104,1901.1502444603104,1901.1502444603104,1901.1502444603104,1901.1502444603104,1901.1502444603104,1901.1502444603104,1901.1502444603104,1901.1502444603104,1901.1502444603104,1901.1502444603104,1901.1502444603104,1901.1502444603104,1901.1502444603104,1901.1502444603104,1901.1502444603104,1901.1502444603104,1901.1502444603104,1901.1502444603104,1901.1502444603104,1901.1502444603104,1901.1502444603104,1901.1502444603104,1901.1502444603104,1901.1502444603104,1901.1502444603104,1901.1502444603104,1901.1502444603104,1901.1502444603104,1901.1502444603104,1901.1502444603104
6,2451.433247278456,2126.497515333522,2126.4200316640317,2105.78399715679,2103.066705776331,2074.7454241789083,2072.601074092411,2069.882156406561,2052.3845308368195,2052.3845308368195,2034.3061283376437,2021.978292817969,2021.978292817969,2021.5928749602892,2019.9166957062228,2019.778979686281,2017.6812073085798,2017.4637311932956,2017.4329508094863,2011.4615141438983,2006.998498431723,2003.0115498074647,1999.1917045774615,1999.1917045774615,1999.1917045774615,1999.1917045774615,1999.1917045774615,1999.1917045774615,1999.1917045774615,1998.2211580189562,1997.557651890701,1997.557651890701,1997.557651890701,1997.557651890701,1997.557651890701,1997.557651890701,1995.7255694408884,1995.520896261469,1995.3918290747054,1995.3918290747054,1995.3918290747054,1995.3918290747054,1995.3918290747054,1995.3918290747054,1993.4220543832116,1993.4220543832116,1991.8540314793242,1990.189688252286,1989.9483339889075,1987.1999887683016,1981.7741342338184
7,2338.0581302744995,2337.818872163156,2297.3271735014964,2175.2804797552535,2147.2682842671456,2145.7603563602447,2145.7603563602447,2138.6059730538695,2135.54080675089,2135.54080675089,2117.673090115827,2110.971786719338,2108.266444434799,2105.686621044889,2096.1232474791523,2080.350461405689,2080.30463392747,2074.7920904299135,2073.0674355513106,2073.033395083306,2073.021159348503,2073.0190983741363,2072.799286431383,2067.105873811981,2063.3981862263386,2061.524859080761,2045.2799474472624,2040.9587217638693,2031.1261100906274,2016.66091938817,2015.9942365196273,1989.4239654055132,1989.3349994428434,1983.0288788040373,1982.2455604844722,1979.9919078051,1977.2136881897177,1975.8285628386338,1974.032082822739,1971.300706054891,1969.2217707673929,1966.6149111348768,1965.5116413286046,1953.7248912756584,1952.9515581582828,1947.1588299514037,1946.7085128359386,1942.9595780167485,1940.205213157741,1939.6837278460914,1937.315284194022
8,2566.8222672561365,2410.7884154531807,2238.1284739455086,2238.1284739455086,2238.1284739455086,2238.1284739455086,2238.1284739455086,2238.1284739455086,2238.1284739455086,2229.6430441252373,2224.934833736688,2224.934833736688,2224.934833736688,2224.934833736688,2224.934833736688,2144.6932060926474,2123.28416710821,2123.28416710821,2123.28416710821,2123.28416710821,2123.28416710821,2123.28416710821,2123.28416710821,2123.28416710821,2123.28416710821,2123.28416710821,2123.28416710821,2123.28416710821,2123.28416710821,2123.28416710821,2123.28416710821,2123.28416710821,2123.28416710821,2123.28416710821,2123.28416710821,2123.28416710821,2123.28416710821,2123.28416710821,2123.28416710821,2123.28416710821,2123.28416710821,2123.28416710821,2123.28416710821,2123.28416710821,2111.261617045507,2111.261617045507,2111.261617045507,2111.261617045507,2111.261617045507,2095.0027228792314,2093.92833007235
9,2251.6406081713567,2221.183517436863,2213.356652904735,2202.776582350525,2189.8262850287606,2152.177315658143,2104.704941814671,2104.704941814671,2079.6122389945585,2046.412690356236,2046.412690356236,2046.412690356236,2046.412690356236,2046.412690356236,2021.8332051794957,1991.335982084913,1991.171207799024,1990.3949986958378,1982.6276620736626,1977.6288698146527,1976.6387416475789,1976.211678562372,1975.4851784003095,1971.7634772051395,1955.7974516976792,1951.670459628305,1951.670459628305,1951.670459628305,1951.670459628305,1951.670459628305,1949.5593579796223,1922.59234347944,1916.2704598197413,1914.8762423522066,1914.7225932986894,1914.4767354623548,1914.4155044212353,1911.7382745902125,1911.569434445511,1911.569434445511,1911.569434445511,1911.569434445511,1911.569434445511,1911.569434445511,1911.569434445511,1911.569434445511,1911.569434445511,1911.569434445511,1911.569434445511,1911.569434445511,1911.569434445511
